Crop,Season,Soil,State,Rainfall_mm,Temperature_C,Fertilizer_kg_ha,Yield_kg_ha,Total_Cost,Market_Price_kg,Profit
Cotton,Zaid,Black,Telangana,988.1288190762707,37.94429402708987,76.22579408906188,2002.0528611707537,9086.250345062199,59.51301633437297,110061.954284071
Sugarcane,Rabi,Laterite,Telangana,502.31676587499413,17.398961830779058,166.50854457075388,59416.98145948306,19086.098756094347,3.357078894448532,180381.39567337598
Sugarcane,Zaid,Black,Uttar Pradesh,222.99415249723438,33.07659491528595,104.71973287167941,66820.90355245612,10358.880849370518,2.8588165129991086,180669.82163991182
Groundnut,Zaid,Black,Uttar Pradesh,1005.347076829864,23.920651447105165,114.55057662633818,1302.398855129999,15729.916661473879,48.317342614852436,47198.535043033844
Cotton,Kharif,Laterite,Punjab,1495.7059100088698,39.41910808518057,142.28291573465162,1845.0028966292894,14551.916708247007,60.391250758355575,96870.11587198479
Sugarcane,Zaid,Black,Uttar Pradesh,660.5071125782069,30.7651386590592,122.24522698022935,60952.84006402792,18163.74543493154,2.8864351932862062,157772.6772566241
Groundnut,Zaid,Alluvial,Uttar Pradesh,1188.3767700587755,19.11329117186997,130.29651971788874,1329.1211232103426,10536.12613231903,57.198421936375674,65487.50467761571
Wheat,Kharif,Alluvial,Punjab,682.831137945183,22.975534099629407,146.91351851937623,3499.067368970065,10329.677066897357,23.29499851679656,71181.09210343155
Wheat,Rabi,Laterite,Maharashtra,688.6547706895001,26.83428835710106,118.917015260898,3899.0231613718793,18769.814203667593,27.418146164095592,88134.17273202067
Rice,Kharif,Alluvial,Andhra Pradesh,768.8840612720095,22.640118661381536,176.1307369138884,3261.48215833972,14990.032372728245,21.186007384041403,54107.752716776355
Wheat,Zaid,Black,Telangana,998.1136601880803,16.999561216820698,127.76120329178062,3010.236601143858,14283.593927044587,26.751423620052208,66244.5205867409
Sugarcane,Kharif,Red,Maharashtra,1056.746194464785,39.063916743827626,65.80513009292089,56995.984276995354,11454.92385085748,3.0464602025032166,162181.07395150795
Cotton,Zaid,Laterite,Maharashtra,1059.7817943915388,20.55586703602404,76.11640030011264,1678.716519770718,15656.50870777162,57.97569642487506,81668.2506258783
Groundnut,Zaid,Laterite,Punjab,1368.571071208106,38.47454773691814,84.1763626314665,1785.5945097592755,8288.829843673004,48.192668558565245,77763.73454514955
Cotton,Rabi,Alluvial,Telangana,1447.7744734987077,29.347658837277713,184.3721896057823,1857.7724027557028,14118.655246827024,55.70934952071476,89376.6368682285
Sugarcane,Kharif,Laterite,Punjab,403.62996806595083,16.312068776399084,66.62119432697105,72758.88411916225,10734.870334440993,3.1125689553436167,215732.1736003071
Wheat,Kharif,Black,Punjab,512.9005253822564,18.645041289027542,79.6205734789906,4041.6948602929774,10920.195580954223,27.59966836855386,100629.24221002057
Rice,Kharif,Red,Andhra Pradesh,1026.8919928487726,21.631901143611856,196.75959182008938,4397.107049566395,12077.857656421402,18.269291034990133,68254.17074411386
Groundnut,Rabi,Red,Telangana,1418.6044864462547,16.29521207391035,74.72222235941557,1279.0372640727371,16261.267610735706,47.668892078883395,44709.02169521788
Maize,Zaid,Laterite,Punjab,1152.6420081961257,31.26711616475545,138.55215356881592,5016.72109383256,14367.58567694471,19.299983859225406,82455.05046025931
Cotton,Zaid,Alluvial,Uttar Pradesh,408.0931254409449,28.846724232593697,51.399742974064,1797.3430916172983,17535.78694564442,55.487671493808236,82194.59608368191
Wheat,Rabi,Red,Telangana,921.6104340929721,36.992138880890245,142.39781753902685,3063.2346284615824,16718.95104866312,25.963915713325104,62814.61465485215
Groundnut,Rabi,Black,Andhra Pradesh,245.9047614223108,37.37201348193696,80.37208402478561,1774.8440880716282,10928.668970829629,46.86110062915556,72242.47844135677
Groundnut,Zaid,Alluvial,Andhra Pradesh,678.8023896589028,28.458318928636277,158.31064073041057,1731.7174682790446,13471.03629766668,50.1577730106078,73388.05539477804
Sugarcane,Rabi,Black,Punjab,435.71506390315676,26.630207842511826,110.3490687029834,80479.34917708665,15706.193598930768,2.7781030184402153,207873.72927203774
Wheat,Zaid,Laterite,Punjab,268.6451486090865,29.597929867312594,139.9053448494401,3643.003901673473,11553.586156182719,26.478066569057212,84906.11366366266
Maize,Rabi,Laterite,Uttar Pradesh,1169.7027714577769,44.45907571338436,81.47629922846141,5650.26133533223,11644.596811388943,16.7506954079633,83001.20979215323
Rice,Zaid,Alluvial,Andhra Pradesh,682.8486024349595,16.876266806921052,170.20503737292785,4426.54163835463,12998.959597440891,18.867400371329786,70518.37375375802
Groundnut,Zaid,Red,Punjab,698.9828375129572,32.156168136815594,138.16540412932972,1310.6857518801835,12151.774132484348,45.32745885665081,47258.2803598631
Rice,Rabi,Black,Uttar Pradesh,1106.9718157760976,42.88850768627053,167.38729097770067,3289.817765465936,12382.251148624906,19.88457082368186,53034.3632057893
Sugarcane,Kharif,Alluvial,Andhra Pradesh,1418.5592824806238,36.18057022992073,144.67559689350594,57395.57677792236,18843.283853344645,3.285159797572577,169710.35753597607
Cotton,Rabi,Alluvial,Punjab,370.75423058837873,26.96508089111188,188.39345871316846,1977.6483473575986,12115.430009699237,54.668923625594424,96000.47645027636
Groundnut,Zaid,Red,Punjab,1223.2645833820852,44.24503958343335,105.68106408349973,1457.3321273166232,11562.19563705416,46.9547725550431,56866.502938255
Cotton,Zaid,Laterite,Andhra Pradesh,1378.3686893477343,19.177361133527853,129.86310234128257,1928.8764820805652,17616.61049308664,54.32735095163234,87174.1390912542
Maize,Zaid,Laterite,Uttar Pradesh,267.9352430718309,27.56379957222484,89.02366864430768,5461.641929961459,11317.719633074501,19.143785706633338,93238.783080471
Wheat,Kharif,Laterite,Telangana,803.1122326948371,44.16015988894611,141.27909090446997,3289.3089209215464,10009.193782770646,23.90823081219522,68632.36311123449
Wheat,Kharif,Red,Telangana,880.4081847866764,18.443066156076526,179.02095400241524,3811.9400244918775,16260.272595195995,25.897113858391542,82457.97224043001
Groundnut,Rabi,Black,Andhra Pradesh,830.1051732690611,19.97323620489827,191.85472205004234,1709.9852228883972,14963.583557000582,50.14706926980635,70787.16386552912
Sugarcane,Zaid,Black,Punjab,280.9550376464513,30.37507946310995,170.96054258492592,68858.71657271482,16859.927711870252,2.851022836601981,179457.845736043
Sugarcane,Rabi,Red,Punjab,1183.7769573952255,30.58157578511812,80.73219112260688,80579.24218825715,17139.8008553395,2.8790971585361547,214855.6663658683
Rice,Rabi,Laterite,Andhra Pradesh,925.3749604174318,31.575408443481756,64.12278651885468,3749.861108174565,11113.385734542993,21.991720941121642,71352.51332439718
Cotton,Zaid,Alluvial,Maharashtra,694.546009759831,38.26835552775982,194.67149808512175,1763.0131673021513,13049.803989340304,65.89281628550759,103120.09875263121
Cotton,Kharif,Alluvial,Telangana,714.7616144611914,42.45270205221129,129.954330086921,1726.3638582682784,17075.548783374168,58.7514251560129,84350.78822772026
Maize,Kharif,Red,Maharashtra,559.9758335911516,44.50564418145666,71.10672920731376,4404.03133680498,16138.36894308202,19.14431648546233,68173.80078060627
Maize,Kharif,Laterite,Maharashtra,1347.1412789295402,39.108106063246055,125.78101603649573,5934.25323051834,18483.364980007544,19.205639994616323,95487.76620221662
Sugarcane,Rabi,Laterite,Punjab,1346.5060857960373,27.824690637618453,74.3350108673719,56353.01055932125,13100.329964031775,3.239515216776869,169456.10525407697
Wheat,Rabi,Black,Uttar Pradesh,1465.4946069690252,25.1052150558331,94.47346719249728,4085.491199471885,15151.4161129747,28.67540979157984,102001.71823177466
Wheat,Zaid,Laterite,Punjab,608.2790334905516,22.629659435349502,172.88826573071918,4031.750679532374,12189.317091297584,23.205895052569836,81371.06605605781
Wheat,Rabi,Alluvial,Uttar Pradesh,746.1543462020425,42.16079622833611,160.95069510901453,3067.7645850804215,13994.734574385433,26.107810817303832,66097.8828449188
Rice,Kharif,Laterite,Maharashtra,1296.8585243287416,22.61924623716074,54.667339987603654,4382.8715762636375,9902.058275265412,18.019085670621735,69073.28014076198
Groundnut,Kharif,Laterite,Punjab,1489.2654023181906,17.180126148300488,61.561701792719106,1404.2280556000048,10186.112495144713,49.50472274912934,59329.80807388251
Sugarcane,Zaid,Alluvial,Uttar Pradesh,730.7982455872865,37.777461991825284,185.54117665201926,62517.368118836086,11012.856479332844,3.3741355411351854,199929.21722866374
Maize,Kharif,Black,Maharashtra,200.24491942355647,20.072432110679777,108.46390811397382,4759.005806749437,11825.493135336743,16.779819204001146,68029.76389271044
Maize,Rabi,Red,Maharashtra,749.312956805528,16.26074025514216,160.98561811503956,5836.153104398301,17723.185124617732,17.51498203707854,84496.93166455868
Maize,Zaid,Black,Maharashtra,1246.3788098938703,15.540196668013635,194.4215535611039,5453.341984140648,18139.504362889747,17.466845392867185,77113.17694852652
Cotton,Rabi,Laterite,Uttar Pradesh,902.9080196383834,17.896034105863222,86.28407423882584,1609.923229021852,10941.48604057328,62.97536226446638,90444.01252505733
Maize,Kharif,Red,Telangana,262.5856867718595,42.08684985575962,177.83958115867722,5335.609366452813,18869.648959731145,17.033985807879215,72017.0452648135
Sugarcane,Rabi,Alluvial,Punjab,957.6488856085365,44.8631254857393,178.3544140756309,70600.4792932205,17476.28478929968,3.149233881132908,204861.13662513264
Rice,Kharif,Alluvial,Telangana,1382.51486526757,35.07600788814236,174.39301989751334,4606.366240451628,15019.982443573163,20.15213705160495,77808.14134389428
Cotton,Rabi,Laterite,Telangana,643.0604097268006,19.94474026040286,75.5872867335635,2358.4866561371537,15567.637542152048,63.59408341766523,134418.15960768444
Cotton,Rabi,Laterite,Uttar Pradesh,1461.9960684172179,22.880269277959552,90.73531471265598,1978.3177062487239,11480.056221800987,60.10457864451396,107425.89593725989
Groundnut,Kharif,Black,Telangana,251.6957544851404,33.122150312136576,186.10702470692704,1343.3139962411567,14431.256172737789,50.91214182619388,53959.73652100326
Maize,Rabi,Red,Uttar Pradesh,816.5749465606386,32.72602323813125,130.55112325270375,5708.271995301008,16518.4384600247,19.997660756752758,97633.64840927704
Rice,Rabi,Red,Uttar Pradesh,770.1000350986661,21.55529503062391,109.51952706294747,3271.0204354733673,16273.945404938733,19.422811508814487,47258.46795474076
Rice,Kharif,Red,Maharashtra,859.6355203331516,41.22667574055527,124.0319870510178,4323.614025650663,10784.756198498777,19.3736576275976,72979.46164833615
Rice,Zaid,Laterite,Uttar Pradesh,1128.2424378069134,33.237156422721114,96.40590767941731,4518.064614754072,17072.691746318094,18.007825525957365,64287.82755117502
Maize,Rabi,Red,Uttar Pradesh,1278.4638239248254,16.21676212634044,180.7396590932346,4513.388456620091,18116.28012506584,19.1819903087671,68459.49350952206
Sugarcane,Zaid,Red,Punjab,914.4587537387866,42.00963804222815,110.63595944663138,64990.27071843741,12964.248596421294,3.184572131253797,194001.95633615414
Wheat,Rabi,Red,Maharashtra,978.3001230148266,30.064608298859607,70.83069895947756,2962.0326493501875,8866.581140385115,26.486731829147715,69587.98331213323
Sugarcane,Rabi,Alluvial,Maharashtra,894.1577143120929,19.26411371380373,51.75599160963561,67816.95928357389,11837.685831649978,3.132899915050913,200626.06014686986
Wheat,Kharif,Alluvial,Telangana,480.86677451519336,28.998233540916477,172.5084803837817,2894.3383766997313,18049.6708549181,25.024361651063277,54379.299424167395
Sugarcane,Zaid,Alluvial,Uttar Pradesh,1320.265243393784,32.708566288594795,83.94186623213477,66758.70936384668,13646.685904620863,3.2695132693144595,204621.8002027833
Maize,Rabi,Red,Telangana,235.64640296445495,26.789226760358737,128.87188983099855,5023.362773163024,14783.285418118492,16.40150302727101,67607.41431299533
Rice,Kharif,Red,Punjab,641.6994752964533,30.517181451429956,106.83654170882215,3210.736624486496,16132.745181132581,20.97994421091741,51228.33007654339
Rice,Rabi,Laterite,Uttar Pradesh,890.4109483508157,40.25170085234028,137.0332278177544,4095.501511740704,10072.150665536887,22.860126282482955,83551.53108295545
Groundnut,Zaid,Red,Maharashtra,376.5257611831183,17.97906608261079,81.32961060586099,1755.3823980152015,11702.160228538705,48.915078263377175,74162.50715252958
Sugarcane,Zaid,Alluvial,Andhra Pradesh,1370.108137921425,18.484168806015767,193.3878243432979,64791.06808656588,16729.790760123593,3.3200305198061155,198378.53269811114
Rice,Kharif,Alluvial,Maharashtra,1449.4761310298709,26.68445684707261,107.82678571053835,3744.619366807209,10010.097557017016,20.768557426790053,67760.24480398872
Wheat,Kharif,Black,Uttar Pradesh,1283.7449505188613,28.21324050937272,95.34998740272405,3163.0688562439323,8275.411325102039,24.64029986771696,69663.55379498497
Cotton,Kharif,Laterite,Maharashtra,925.0214741250571,25.418311170915224,137.0701401490544,1711.3573610765563,15169.81164099503,61.33346747688677,89793.6694059247
Maize,Kharif,Alluvial,Maharashtra,1344.4091907936051,33.702178744783204,135.40660417734242,5241.320959649168,12461.477677923685,16.377567898009048,73378.6122139885
Rice,Kharif,Laterite,Maharashtra,372.0840927454642,32.79043501081793,139.8680877560488,3765.537184874852,9364.877024873398,21.72930019313506,72457.61085368498
Cotton,Kharif,Alluvial,Punjab,806.8167004005443,16.03383778275,195.4411590272143,2359.2897144715525,11114.901011824184,65.31931832397888,142992.2948662324
Groundnut,Zaid,Red,Andhra Pradesh,838.8436307871237,30.67332436216393,134.4067548533509,1464.734228193196,18284.115157839376,49.52835108873239,54261.7559477967
Rice,Zaid,Alluvial,Maharashtra,729.8594711459621,39.82556766318909,164.67916919820766,4117.646322328917,12232.399254666081,18.546321051548105,64134.79141597235
Cotton,Kharif,Alluvial,Telangana,1301.0595104691786,41.79270615586245,59.368639042860714,2306.7718103888487,12464.17625395367,63.39888766639816,133782.5906249029
Wheat,Rabi,Alluvial,Maharashtra,1333.66283998111,30.816785425194006,144.88161649487418,3702.258387969447,12961.40225896568,27.08156993662496,87301.56719828528
Groundnut,Kharif,Black,Maharashtra,1497.1671123865717,35.304638965721864,174.27039491736755,1376.771637807716,16385.57600046324,55.42680746250844,59924.480488147434
Rice,Zaid,Alluvial,Uttar Pradesh,1179.4562989340598,38.06768346322923,148.78107735050824,4425.785492472938,15880.544848901347,18.443023569848396,65744.32130387014
Rice,Rabi,Black,Punjab,729.2384358633159,16.980295324207248,102.3230800954219,3377.596958066104,18235.694676566978,18.361582376289693,43782.33010286927
Sugarcane,Zaid,Red,Andhra Pradesh,299.92069785901253,30.018728042112535,169.1773316736123,75798.42136346754,9687.904004347241,3.002154961974478,217870.7028018191
Cotton,Rabi,Red,Maharashtra,1244.5275662859501,42.876841608955615,110.76540417913496,2324.8888017059976,12961.921498892438,57.39043496724,120464.45808148016
Rice,Rabi,Alluvial,Uttar Pradesh,984.5410248563923,25.734422523406465,147.17261689857924,3396.6730855446203,14807.280466168046,20.246748710198208,53964.30594754747
Wheat,Rabi,Laterite,Punjab,1087.4023875904231,22.257950409465888,157.09289487598846,3951.548712137875,15372.80533292744,25.751061826942195,86383.76986550879
Sugarcane,Zaid,Red,Andhra Pradesh,721.8793201871517,19.75872433579134,182.29882545824537,79065.78652283264,12944.029312353101,3.001834978075252,224398.41424091678
Rice,Zaid,Alluvial,Andhra Pradesh,1217.9216285117527,36.451161565520515,139.0228644463902,4633.162761481877,13825.037065283479,19.701853731528814,77456.85797579859
Cotton,Kharif,Laterite,Uttar Pradesh,1410.1535836790508,39.80143979793055,69.4894886803552,2051.9874861402027,13907.703382302272,67.60799732340934,124823.06108833398
Maize,Kharif,Red,Telangana,690.5077598282207,43.0896346190747,151.2710091724502,4232.045362696338,14235.148317255656,20.38576934447291,72038.35230201807
Rice,Zaid,Black,Uttar Pradesh,1126.9598658246143,34.991562407346194,194.9071257693016,4417.660464401253,17849.70659233111,19.490261043197215,68251.64905906116
Sugarcane,Zaid,Red,Punjab,1499.30612268032,18.144241949927164,124.78561992585637,66783.36335727,14054.11995646722,2.783233143438861,171819.55036980702
Groundnut,Zaid,Laterite,Telangana,268.0615262437141,38.02702885553755,112.47566478558184,1693.307932089854,11144.97584437806,53.21691852712661,78967.65441898494
Maize,Rabi,Laterite,Telangana,1235.1127742317105,37.620691047851466,55.390801238233,4789.468707689656,9261.269660661656,19.51693447694423,84214.47728669213
Groundnut,Kharif,Laterite,Telangana,1357.2795034270266,23.622287893967393,105.16789816342293,1234.85517124821,12929.245308873655,48.34490845909964,46769.71490536687
Sugarcane,Rabi,Black,Uttar Pradesh,692.822263273517,25.12036640307278,52.899144637640156,59482.315172014285,12107.092749605225,3.003217310441152,166531.22584010445
Rice,Rabi,Laterite,Uttar Pradesh,803.323707289555,43.90497722662765,127.85484201943231,4284.067627934325,16264.806408791597,21.864607409380575,77404.65039122872
Cotton,Rabi,Laterite,Maharashtra,947.9620242270228,17.291548349743678,107.38704853559531,1894.186920644088,12275.426011498006,58.981490480897044,99446.54181751097
Rice,Kharif,Red,Andhra Pradesh,490.2424011567552,34.25579876566066,135.59744358214022,4108.948019740587,14690.280252812008,22.396275574231925,77334.85191749275
Maize,Kharif,Laterite,Maharashtra,1278.6920563739384,33.18439694800439,93.67163716777685,4414.189836353143,16596.476547310573,19.395609443091296,69019.42552625807
Sugarcane,Rabi,Black,Punjab,815.4211459433864,16.79149466912668,150.74634223190446,72301.84527351048,12391.827962841951,3.098053016465127,211603.12188275208
Cotton,Rabi,Red,Punjab,1210.006413425393,21.14943628580449,158.84408004116239,2095.7876571464717,18492.938658850926,58.7272055869883,104586.81394906246
Maize,Zaid,Alluvial,Uttar Pradesh,885.4447351898335,42.192628917433105,74.58215356707233,5285.6378296003495,17680.385848246795,17.718030634576607,75970.70713988921
Groundnut,Kharif,Red,Telangana,1096.9996585016265,35.7028967471353,189.59102072698056,1498.3874677013835,10082.835030092174,50.19552733357382,65129.514061197086
Groundnut,Zaid,Black,Uttar Pradesh,1433.792555209297,43.869306089633525,143.1362885326562,1757.19617220893,14972.60369717613,47.25384919278473,68061.67922652322
Groundnut,Zaid,Black,Uttar Pradesh,825.7333894963643,41.9302401803387,151.15234685352033,1282.1994378322029,15287.845598597172,49.89822870511348,48691.63519592202
Cotton,Rabi,Alluvial,Punjab,1436.858753470382,44.84457881897853,156.75842086190733,2384.914985433458,12084.895918349706,60.55493828498432,132333.4838395076
Maize,Zaid,Red,Andhra Pradesh,1475.5311877909828,20.703229493511827,168.8892674432575,5815.797587559239,19894.693782149952,18.546568374246625,87968.39382629606
Wheat,Rabi,Red,Uttar Pradesh,1310.4884782431284,38.192671250923986,96.4999905757684,3124.8557604615485,15930.840193248681,28.501048654554662,73130.82587413132
Wheat,Rabi,Alluvial,Punjab,215.73405180893965,15.271154072378765,103.55440159550183,4096.671695804495,14257.740090032323,23.88797419183325,83603.44765175921
Cotton,Rabi,Red,Maharashtra,529.9674016037034,22.37422317918459,110.41465976933779,2315.7142380621076,16722.788333961915,56.30710536962412,113668.37727454
Maize,Rabi,Red,Telangana,258.3846886943006,37.83023770486176,105.75860996035149,4784.91637245896,17930.83398068165,20.47917867526147,80060.32335708935
Maize,Rabi,Black,Telangana,1223.813811616413,22.530041497869007,134.61110432502767,4717.156923049746,11581.157825997438,17.062168255806714,68903.76728412083
Sugarcane,Zaid,Black,Maharashtra,487.1086178519116,16.167898899770023,55.402822743713955,60906.20961896316,10732.999426403547,3.412844377931472,197130.41565279063
Sugarcane,Zaid,Laterite,Maharashtra,755.7523807265452,24.790152927959618,175.94894835631857,60026.80180881479,18701.708999672494,3.3343871628449753,181450.88837827908
Sugarcane,Kharif,Black,Punjab,1270.1090799215172,41.66662272010889,131.6758653573842,61724.90480953193,11473.427662319624,3.145351860607212,182673.11652614467
Groundnut,Rabi,Alluvial,Maharashtra,289.7098703966612,43.22353561509324,126.03806569427519,1445.647243090211,17595.33846450254,49.152387913945056,53461.67561459275
Wheat,Kharif,Laterite,Andhra Pradesh,1272.2242131611226,30.469782175693602,119.49404799091953,2863.5645940561694,17635.024459144748,24.948899770521876,53807.76158437778
Sugarcane,Rabi,Alluvial,Telangana,967.5604167695013,16.83992866929848,104.32643821980923,76247.59166871151,9923.152916469262,2.707567955016769,196522.3829329376
Cotton,Zaid,Laterite,Maharashtra,267.47122666350174,20.73356128488008,96.51268075141326,2185.3797892513703,12550.646050050696,65.38603408887563,130342.67134707926
Wheat,Rabi,Black,Uttar Pradesh,1126.4077330280666,39.50338399516908,77.2420951634904,3319.3174114208714,16464.687395340927,28.65536501726547,78651.56463708889
Groundnut,Kharif,Black,Uttar Pradesh,394.48188438503826,26.42069043482597,112.1704573309015,1652.2978203415312,10464.612667938993,51.46995376644402,74579.07975343586
Rice,Zaid,Laterite,Andhra Pradesh,826.4277230570016,25.85130764578742,192.38129403057684,4211.4551986983315,15143.454913447404,21.903659266004503,77102.82477288414
Rice,Zaid,Laterite,Telangana,1412.8023213405738,39.82518959619664,154.5814072864455,4342.9226171759965,18494.14757241435,21.472977136266426,74761.33049078016
Sugarcane,Rabi,Alluvial,Telangana,240.1152756004942,16.556858985552328,71.32556700558433,61975.01374331931,9497.493431487577,2.789155793382804,163360.47519567035
Rice,Zaid,Alluvial,Telangana,605.579226424344,29.47501260706082,126.00089734741186,3819.5796338849536,9540.494912766542,21.91085631545623,74149.76563072958
Maize,Rabi,Black,Telangana,1461.3342426438742,28.129839844446103,85.24601074939292,5409.742020086763,13894.915588789709,20.55165873865266,97284.2562721829
Maize,Kharif,Alluvial,Uttar Pradesh,1133.9901315193151,40.87921413447537,76.88834178616851,5600.006963527363,11832.364269200822,16.79271762860592,82206.97138754104
Wheat,Kharif,Laterite,Punjab,1012.5379419107675,24.4964899580361,172.46161774475462,3502.121646071627,12184.201327283321,28.345606865908294,87085.56204885064
Wheat,Zaid,Red,Maharashtra,215.80380292060286,35.220597571763776,57.775369867959355,3568.4021311082984,10154.722486146118,24.705990646577227,78006.18718824175
Rice,Rabi,Alluvial,Uttar Pradesh,1152.5087657673644,27.13582156721609,60.25298004649379,4454.015747974571,11461.365883811563,21.42721941610951,83975.80683084668
Sugarcane,Zaid,Black,Punjab,1476.6643981207512,38.545854688766404,160.02301197381558,59253.34678271249,17724.64219505895,3.1508270217182464,168972.4039751535
Cotton,Kharif,Laterite,Andhra Pradesh,1423.6541827144072,42.44193344869511,51.722098962406676,1960.0932211798488,9031.311952906251,62.21677041574979,112919.35798270788
Cotton,Rabi,Alluvial,Uttar Pradesh,446.75989386380274,32.465496902777694,80.66608609243202,2015.7634103155874,13279.211740861208,61.75184908692237,111197.90616788692
Maize,Rabi,Laterite,Andhra Pradesh,1096.7125040225574,19.318257407166925,139.30394918879063,4344.2212056455555,10357.703344009675,18.13668637360857,68432.07420036347
Cotton,Zaid,Laterite,Maharashtra,1043.0562661542945,23.02206083572624,52.26660263217126,2372.0122955635775,13681.934501705555,64.59944804818065,139548.75055519948
Groundnut,Kharif,Red,Punjab,524.3816768897232,15.060555532447017,76.11225129671439,1270.2396248545012,13818.453651069154,47.6635626085601,46725.69223605726
Maize,Kharif,Red,Punjab,1111.4814727427156,35.403356563409176,111.22275363000472,4030.789783382617,11129.859549602575,18.226144107643005,62335.895909944134
Rice,Rabi,Laterite,Telangana,1291.7420886637547,20.656218172477534,150.86907470375434,4763.21112710231,8753.420567656412,20.167913963163073,87310.61163212397
Maize,Zaid,Alluvial,Telangana,764.2272645213865,22.76134926466323,115.16049785099146,5446.8956357000025,13711.331094237357,18.959812581993205,89560.78931231142
Rice,Kharif,Black,Andhra Pradesh,1128.2685403915648,17.741744589953292,79.89055047002012,4603.952074647172,8343.351275603703,19.241881301849002,80245.34806415862
Rice,Rabi,Alluvial,Maharashtra,521.8277013638524,16.875788872285373,118.84107748952304,4372.3735596578645,15515.635822847413,18.405745892681196,64961.16086409318
Wheat,Rabi,Black,Maharashtra,841.5512898007307,23.499142872747917,168.0154255035691,3356.427419658728,12164.296780484483,28.672872452132825,84074.11851823152
Maize,Rabi,Black,Telangana,1396.9965910023645,32.533467292722776,130.749791488357,4537.707028764387,17621.1301011737,19.19908371387076,69498.68701309353
Maize,Kharif,Black,Uttar Pradesh,1335.8397962368927,34.13862788054216,175.04647012159376,4998.86353973367,11247.343980666947,19.727943114102096,87369.95156635794
Wheat,Rabi,Red,Maharashtra,978.4990201032707,21.032961823280022,138.5348988726339,3370.686001171518,9258.09903454515,23.81268343447676,71006.97966837458
Rice,Zaid,Red,Andhra Pradesh,731.4104395978717,42.72080611277198,66.78209248236857,4026.2790211497777,17440.73849843481,21.73388319766859,70065.93946845789
Maize,Kharif,Red,Punjab,780.0615872708067,39.17533597853499,51.19466071181767,5849.122110753609,12722.654857169593,17.34697012011697,88741.89162698878
Sugarcane,Zaid,Black,Punjab,1334.4265433108858,39.84350487019029,82.40901743671496,78661.08315198735,14649.882925866012,2.980140132674766,219771.16785503837
Wheat,Zaid,Laterite,Telangana,614.1916515926894,42.10675330297591,61.64611639831719,3960.4197867541425,12472.25140064266,27.465535210303067,96302.79770003419
Rice,Zaid,Laterite,Maharashtra,738.8708842618299,15.397531005117317,94.39143332879848,3934.702773972099,15223.761355053424,19.924018086105516,63171.32787701622
Sugarcane,Kharif,Red,Uttar Pradesh,1134.3615032095893,36.97203147175137,127.24000248698891,60518.15842955074,8361.421220378683,2.824311132723915,162560.68736415112
Wheat,Zaid,Black,Andhra Pradesh,660.5527253823803,18.160364534439996,83.35419571222553,3526.914399092287,10532.2360805501,22.860825995156983,70095.94029691233
Groundnut,Zaid,Red,Punjab,943.485865005781,44.587400158542046,112.21037404512066,1652.3190443021551,15841.195043347634,50.148309255218706,67019.81137860427
Wheat,Kharif,Alluvial,Andhra Pradesh,625.8178147341721,31.400557652978662,136.31140809292225,2830.9980656616813,16610.17215716636,25.59814843894932,55858.13655801975
Sugarcane,Kharif,Red,Andhra Pradesh,865.9701844165306,18.428573099939385,164.7201458688916,75009.13630217954,19468.30328659302,3.2823669769882637,226739.20868409265
Groundnut,Kharif,Red,Telangana,1075.2203711608909,27.243571704777693,182.84296463626598,1333.1402764706238,19044.455754495975,54.141456496291205,53133.70052749193
Rice,Kharif,Alluvial,Telangana,1336.4218868041337,21.103094254082734,69.1079624000509,3656.8140481896185,12785.143297256887,22.102993788382932,68041.39489514969
Rice,Kharif,Red,Maharashtra,217.3779882372143,27.292177093288174,147.1661349425513,3224.8133290025476,10944.20923952429,18.20992714454794,47779.4065363792
Groundnut,Zaid,Alluvial,Punjab,1302.306248892353,31.367555480074433,197.25610137817122,1470.2871428823573,20107.351882478302,47.89435544956311,50311.10315165191
Sugarcane,Zaid,Black,Uttar Pradesh,780.3029573421533,17.100105363991972,159.38521143704645,73035.4502046405,13492.459623622493,2.977111450523535,203942.2154747542
Maize,Rabi,Red,Maharashtra,1408.0749229406772,26.37679611541347,174.7051559332955,5684.651009499868,15873.85165719665,16.629172210228763,78657.18893482746
Rice,Kharif,Black,Andhra Pradesh,1216.547970305347,37.55240977187521,170.45031079367556,4028.8129062474,15831.06772696067,21.102368925259853,69186.42855152031
Sugarcane,Zaid,Red,Punjab,453.46775987037597,41.712285516579854,162.4966697678106,81430.39768360904,15859.559437005111,3.1905995527709052,243952.23099427487
Cotton,Rabi,Alluvial,Uttar Pradesh,1022.1087216269036,19.694301480108017,121.0881830174154,2173.117689566479,10350.719513068205,58.707402123366236,117227.37454971163
Sugarcane,Zaid,Black,Punjab,1141.6477282284015,37.37260137228378,133.6891167726051,72370.70652464309,12812.850091780892,3.038082212914773,207055.3061368124
Groundnut,Kharif,Laterite,Telangana,543.2805801018344,43.17205438350875,145.45614223000615,1394.7070801052053,10722.656488754968,53.6830119861716,64149.42040973115
Sugarcane,Zaid,Laterite,Andhra Pradesh,1060.5596282320291,39.44819185621618,166.70378647169798,77303.83726606189,9999.508807817525,3.224211621365539,239244.42168156966
Cotton,Kharif,Laterite,Telangana,803.1871709037525,22.920130498783976,112.28614585010607,2310.7712879383366,15282.612039620846,66.87180591376656,139242.83703849599
